reg_no,name,grade,score,entries,racing_now,starts,dq,form_emoji,form_avg,retired
013068,城戸崎 隆史,A2,83.22,玉野@09/02-09/04;静岡@09/18-09/20,,18,0,,3.0,
013069,白川 有司,A2,81.77,玉野@09/02-09/04;伊東@09/23-09/25,,18,0,,3.8,
013075,平 総一,A2,83.05,久留米@09/05-09/07;熊本@09/24-09/26,,15,0,,5.4,
013080,阿部 利光,A3,69.73,弥彦@09/02-09/04;富山@09/10-09/12;川崎@09/17-09/19,青森,15,0,,4.2,
013082,小泉 俊也,A3,68.00,松阪@09/05-09/07;岸和田@09/14-09/16;大宮@09/21-09/23,,7,0,,,
013086,坂本 毅,A2,78.46,和歌山@08/30-09/01;玉野@09/08-09/10;いわき平@09/15-09/17,,15,0,🥺,5.6,
013099,大橋 直人,A2,81.13,松戸@09/01-09/03;玉野@09/08-09/10,,15,0,,5.4,
013105,松本 一成,A3,67.55,松戸@09/01-09/03;松山@09/12-09/14,宇都,18,0,,4.4,
013106,赤井 学,A2,82.46,松阪@08/31-09/02;いわき平@09/07-09/09;小松島@09/23-09/25,,15,0,,3.8,
013109,志村 正洋,A3,70.70,いわき平@08/30-09/01;武雄@09/09-09/11;立川@09/16-09/18,青森,10,1,,4.4,
013110,法月 成祐,A1,86.58,川崎@08/30-09/01;玉野@09/08-09/10;いわき平@09/15-09/17,,12,0,,3.8,
013112,佐藤 明,A2,81.61,宇都宮@08/31-09/02;玉野@09/08-09/10;青森@09/26-09/28,,13,0,,4.2,
013117,鳥越 靖弘,A1,86.26,四日市@08/29-08/31;大宮@09/13-09/15;高知@09/20-09/22,,15,0,,3.4,
013119,松尾 淳,A2,79.55,防府@09/04-09/06;前橋@09/11-09/13;静岡@09/18-09/20,,9,0,,5.4,
013120,宮越 大,A1,,,,0,0,,,
013121,山田 晃久,A1,82.25,富山@09/03-09/05;佐世保@09/20-09/22,防府,12,0,,3.8,
013127,北浦 弘幹,A2,76.50,松阪@09/05-09/07;岸和田@09/14-09/16;大垣@09/22-09/24,,6,0,🥺,6.2,
013128,梶原 秀庸,A3,70.33,松戸@09/01-09/03;松山@09/12-09/14;奈良@09/24-09/26,熊本,6,0,,,
013129,原田 隆,A2,,,,15,0,,5.0,
013131,藤野 一良,A3,77.60,松阪@09/05-09/07;小松島@09/17-09/19;弥彦@09/24-09/26,,15,0,,2.2,
013142,黒田 大介,A2,80.40,松山@08/31-09/02;大垣@09/07-09/09,,15,0,,5.4,
013143,鳥生 知八,A2,,武雄@09/03-09/05;岸和田@09/26-09/28,,0,0,,,
013145,瓦田 勝也,A3,70.66,いわき平@08/30-09/01;武雄@09/16-09/18;弥彦@09/24-09/26,,15,0,,4.2,
013146,八谷 誠賢,A1,92.40,青森@09/14-09/16;熊本@09/24-09/26,岐阜,12,0,,3.4,
013147,米嶋 賢二,A2,78.71,松山@08/31-09/02;玉野@09/08-09/10;伊東@09/23-09/25,,14,0,🥺,5.8,
013155,四元 慎也,A2,83.66,玉野@08/26-08/28;京王閣@09/08-09/10;小松島@09/23-09/25,,12,0,,3.8,
013161,齋藤 和也,A3,68.43,弥彦@09/07-09/09;岸和田@09/14-09/16,宇都,16,0,,4.6,
013171,岩橋 則明,A2,80.88,いわき平@09/15-09/17;平塚@09/28-09/30,,9,0,,4.6,
013172,金子 周一郎,A2,80.50,小松島@08/27-08/29;岐阜@09/13-09/15;いわき平@09/27-09/29,,10,1,,5.2,
013175,峠 祐介,A2,77.15,岸和田@08/27-08/29;武雄@09/03-09/05;川崎@09/10-09/12,,13,0,🥺,5.6,
013176,早川 成矢,A3,71.91,伊東@08/27-08/29;松阪@09/05-09/07;川崎@09/17-09/19,,12,0,,4.8,
013179,飯島 淳,A2,80.16,前橋@09/11-09/13;静岡@09/18-09/20,高知,12,0,🥺,6.0,
013183,坂木田 雄介,A2,82.58,小倉@08/28-08/30;大宮@09/13-09/15;立川@09/22-09/24,,17,0,,3.0,
013184,相樂 修,A3,67.25,京王閣@09/08-09/10;いわき平@09/15-09/17;平塚@09/28-09/30,,4,0,,5.2,
013186,永山 英司,A3,,,,0,0,,,
013188,山田 幸司,A1,88.76,和歌山@08/30-09/01;西武園@09/06-09/08;青森@09/26-09/28,,13,0,🚀,2.0,
013192,平田 徹,A2,82.06,松戸@09/01-09/03;四日市@09/09-09/11,,15,0,,5.0,
013196,竹田 和幸,A1,84.08,松阪@08/31-09/02;久留米@09/17-09/19,岐阜,12,0,,4.4,
013197,鈴木 幸紀,A1,86.06,宇都宮@08/31-09/02;岸和田@09/14-09/16,,15,0,,4.2,
013199,北野 武史,A1,94.16,松阪@09/05-09/07;青森@09/21-09/23,防府,12,0,,3.4,
013201,北川 紋部,A2,78.83,防府@09/04-09/06;豊橋@09/11-09/13,,18,0,,4.6,
013206,岡崎 和久,A3,74.16,静岡@08/30-09/01;西武園@09/06-09/08;奈良@09/24-09/26,,12,0,,3.6,
013207,葉狩 伸泰,A2,79.33,前橋@09/11-09/13;松山@09/19-09/21,,3,0,,5.2,
013209,奥谷 広巳,A2,87.55,武雄@09/03-09/05;青森@09/21-09/23,,9,0,,4.2,
013210,川本 恵二,A3,70.16,西武園@08/31-09/02;岸和田@09/14-09/16;大垣@09/22-09/24,宇都,12,0,,4.0,
013212,岡田 浩太,A3,67.87,弥彦@09/02-09/04;別府@09/24-09/26,,8,0,,4.8,
013214,水本 博行,A3,76.35,伊東@09/02-09/04;奈良@09/24-09/26,松阪,14,0,,3.8,
013216,古城 英之,A3,70.50,いわき平@08/30-09/01;京王閣@09/08-09/10;弥彦@09/24-09/26,,10,0,,3.6,
013217,佐々木 英之,A3,65.85,静岡@08/30-09/01;小松島@09/17-09/19;別府@09/24-09/26,,7,1,,5.4,
013219,宮本 佳樹,A2,78.16,奈良@08/26-08/28;防府@09/15-09/17;岸和田@09/26-09/28,,12,0,,4.8,
013232,柳 充,A3,70.07,弥彦@09/02-09/04;武雄@09/16-09/18,,14,1,,4.6,
013233,小松 剛之,A2,83.50,富山@09/10-09/12;青森@09/26-09/28,高知,12,0,,4.6,
013235,榊枝 輝文,A3,71.20,西武園@08/31-09/02;大垣@09/13-09/15,宇都,15,0,,4.2,
013242,尾崎 剛,A1,93.44,岐阜@08/30-09/01;京王閣@09/08-09/10;大垣@09/22-09/24,,9,0,,3.0,
013244,小林 高志,A3,66.25,静岡@08/30-09/01;西武園@09/06-09/08;弥彦@09/24-09/26,青森,12,0,,5.0,
013246,山崎 充央,A2,80.50,玉野@08/26-08/28;松阪@09/05-09/07;立川@09/22-09/24,,6,0,,4.8,
013253,柴田 功一郎,A2,81.50,岐阜@08/30-09/01;玉野@09/08-09/10;川崎@09/17-09/19,,10,0,,5.4,
013255,安坂 洋一,A3,70.66,弥彦@09/02-09/04;広島@09/20-09/22,宇都,15,0,,3.4,
013259,望月 紀男,A2,88.50,四日市@08/29-08/31;前橋@09/11-09/13;大垣@09/22-09/24,,12,0,,3.0,
013261,柴田 昌樹,A3,70.86,弥彦@09/02-09/04;松山@09/12-09/14,松阪,15,0,,4.0,
013263,田中 雅史,A2,83.93,松山@08/31-09/02;いわき平@09/07-09/09;岸和田@09/14-09/16,,12,0,,3.8,
013264,山中 貴雄,A3,70.53,伊東@09/02-09/04;大宮@09/21-09/23,松阪,15,0,,4.2,
013266,伊藤 嘉浩,A3,68.76,松阪@09/05-09/07;豊橋@09/11-09/13;松山@09/19-09/21,,13,0,,5.4,
013267,鷲見 逸喜,A1,88.00,松阪@08/31-09/02;岐阜@09/13-09/15;佐世保@09/20-09/22,,15,0,,3.6,
013270,中川 貴史,A1,82.33,富山@09/03-09/05;高知@09/20-09/22,,12,0,,4.6,
013271,鮒田 博文,A2,83.46,川崎@08/30-09/01;富山@09/10-09/12;高知@09/20-09/22,,15,0,,4.4,
013272,古田 義明,A3,66.88,久留米@09/05-09/07;岸和田@09/14-09/16,松阪,17,0,,3.6,
013273,西 徹,A2,83.08,和歌山@08/30-09/01;西武園@09/06-09/08;防府@09/15-09/17,,12,0,,4.6,
013275,渡辺 航平,A1,86.08,和歌山@08/30-09/01;伊東@09/07-09/09;川崎@09/17-09/19,,12,0,,4.8,
013283,小林 卓人,A1,88.27,前橋@09/11-09/13;伊東@09/23-09/25,,18,0,,3.2,
013285,吉川 悟,A2,80.66,弥彦@09/19-09/21;岸和田@09/26-09/28,岐阜,9,0,,5.2,
013294,木村 勉,A2,82.77,佐世保@09/20-09/22;広島@09/28-09/30,防府,9,0,,4.2,
013296,林 明宏,A1,85.55,高知@09/09-09/11;岸和田@09/26-09/28,,9,0,,4.6,
013298,井手 健,A2,78.85,高知@09/20-09/22;武雄@09/27-09/29,,14,0,,4.6,
013303,須々田 大昇,A3,68.66,川崎@09/10-09/12;小松島@09/17-09/19;奈良@09/24-09/26,青森,9,0,,4.2,
013307,浦川 尊明,A1,90.69,松阪@08/31-09/02;高知@09/09-09/11;青森@09/26-09/28,,13,1,,2.2,
013308,木村 貴宏,A1,90.22,四日市@09/09-09/11;静岡@09/18-09/20;青森@09/26-09/28,,9,0,,3.0,
013311,根本 雄紀,A1,87.26,伊東@09/07-09/09;別府@09/16-09/18,,12,0,,3.8,
013314,鈴木 宏章,A3,71.76,西武園@08/31-09/02;豊橋@09/11-09/13,,13,0,,4.8,
013320,村上 順規,A3,66.00,伊東@09/02-09/04;岸和田@09/14-09/16;弥彦@09/24-09/26,青森,9,0,,5.4,
013324,市川 博章,A3,68.91,西武園@09/06-09/08;平塚@09/28-09/30,,12,1,,4.4,
013327,高橋 健太,A3,69.20,伊東@09/02-09/04;武雄@09/16-09/18,,5,1,,3.6,
013330,舘 泰守,A1,89.30,松戸@09/01-09/03;高知@09/20-09/22,松阪,10,0,,4.4,
013331,橋本 大祐,A3,70.41,松戸@09/01-09/03;富山@09/10-09/12;弥彦@09/24-09/26,松阪,12,0,,3.2,
013332,吉村 和之,A1,88.50,前橋@09/11-09/13;大垣@09/22-09/24,,4,0,,,
013333,小西 誠也,A2,82.08,西武園@08/31-09/02;富山@09/10-09/12,,12,0,,4.4,
013345,中村 美千隆,A2,82.07,松阪@08/31-09/02;久留米@09/17-09/19,防府,11,0,,4.0,
013348,内藤 敦,A2,80.83,川崎@09/10-09/12;別府@09/24-09/26,松阪,12,0,,4.8,
013349,三宅 旬,A2,81.00,立川@09/03-09/05;大宮@09/13-09/15;玉野@09/27-09/29,,12,0,,3.4,
013352,吉永 和生,A1,85.47,佐世保@09/12-09/14;防府@09/29-10/01,防府,17,0,,4.6,
013353,吉永 好宏,A1,85.00,小松島@08/27-08/29;防府@09/04-09/06;岐阜@09/13-09/15,,9,0,,3.0,
013354,國村 洋,A1,89.33,防府@09/04-09/06;玉野@09/27-09/29,高知,3,0,,3.0,
013358,行成 大祐,A2,80.36,いわき平@09/07-09/09;武雄@09/27-09/29,,11,0,,5.2,
013359,吉田 彰久,A3,73.56,静岡@08/30-09/01;松山@09/12-09/14;奈良@09/24-09/26,,16,1,,3.8,
013363,宇根 秀俊,A2,84.84,玉野@08/26-08/28;豊橋@09/04-09/06;別府@09/16-09/18,,13,0,,4.2,
013366,加藤 昌平,A3,74.60,弥彦@09/02-09/04;小松島@09/17-09/19;川崎@09/24-09/26,青森,15,0,,3.0,
013370,三槻 智清,A2,86.00,小倉@08/28-08/30;佐世保@09/20-09/22,,6,0,,,
013371,足達 重満,A2,83.33,奈良@08/26-08/28;いわき平@09/07-09/09;玉野@09/27-09/29,,6,0,,3.6,
013374,川野 正芳,A2,84.13,玉野@09/02-09/04;武雄@09/27-09/29,,12,0,,4.0,
013375,五反田 豊和,A3,70.73,いわき平@08/30-09/01;久留米@09/05-09/07;大垣@09/13-09/15;奈良@09/24-09/26,,15,0,,5.0,
013378,小田桐 義継,A3,71.20,西武園@08/31-09/02;武雄@09/16-09/18;弥彦@09/24-09/26,,15,0,,4.6,
013382,成田 直喜,A1,89.53,松阪@09/05-09/07;川崎@09/17-09/19,,15,0,,3.6,
013384,金子 兼久,A2,81.33,伊東@09/07-09/09;岸和田@09/14-09/16;大垣@09/22-09/24,,15,0,,4.6,
013385,鎌田 聡,A2,80.00,玉野@08/26-08/28;松阪@09/05-09/07;伊東@09/23-09/25,,5,0,,5.2,
013398,関 敬,A3,72.40,静岡@08/30-09/01;弥彦@09/07-09/09;川崎@09/17-09/19,,10,0,,3.8,
013399,塚本 勝士,A2,79.33,四日市@09/09-09/11;静岡@09/18-09/20;いわき平@09/27-09/29,,15,0,🥺,6.0,
013400,稲村 好将,A1,82.25,玉野@09/02-09/04;立川@09/22-09/24,,4,0,,4.8,
013402,沼川 夢久,A3,70.30,伊東@08/27-08/29;松阪@09/05-09/07;川崎@09/17-09/19,,10,1,,3.8,
013405,宮下 貴之,A1,83.33,小倉@08/28-08/30;豊橋@09/04-09/06;青森@09/26-09/28,,12,0,,5.4,
013408,川村 昭弘,A3,77.50,弥彦@09/02-09/04;松山@09/12-09/14;大宮@09/21-09/23,宇都,12,0,,3.2,
013413,鶴岡 與之,A3,71.33,松戸@09/01-09/03;大垣@09/13-09/15;弥彦@09/24-09/26,,9,0,,4.8,
013415,山崎 明寛,A3,69.00,松戸@09/01-09/03;川崎@09/17-09/19;奈良@09/24-09/26,,9,0,,4.6,
013416,飯尾 主税,A1,86.00,松阪@08/31-09/02;川崎@09/10-09/12;いわき平@09/27-09/29,和歌,12,0,,3.6,
013417,梅原 大治,A2,83.41,松阪@08/31-09/02;川崎@09/17-09/19,,12,0,,3.8,
013421,富澤 洋祐,A3,72.44,西武園@08/31-09/02;松山@09/12-09/14,青森,9,0,,,
013423,増田 利明,A1,84.93,小倉@08/28-08/30;松阪@09/05-09/07;大宮@09/13-09/15,,15,0,,4.8,
013426,本村 隆文,A2,83.66,豊橋@09/04-09/06;岐阜@09/13-09/15;佐世保@09/20-09/22,,15,0,,4.2,
013434,石黒 健,A2,85.25,玉野@09/02-09/04;四日市@09/09-09/11;熊本@09/24-09/26,,12,0,,5.0,
013435,中石 昌芳,A1,89.46,大垣@09/07-09/09;防府@09/15-09/17,,15,0,,3.6,
013439,青井 賢治,A1,93.77,奈良@08/26-08/28;防府@09/15-09/17;平塚@09/28-09/30,,9,0,🚀,1.8,
013445,中村 良二,A1,91.00,大垣@09/07-09/09;久留米@09/17-09/19;武雄@09/27-09/29,,6,0,,2.8,
013446,丸林 一孝,A3,68.13,伊東@09/02-09/04;いわき平@09/15-09/17,熊本,15,0,,4.6,
013447,坂本 晃輝,A1,89.66,高知@09/09-09/11;静岡@09/18-09/20,,15,0,,3.4,
013451,松本 大地,A3,75.86,静岡@08/30-09/01;川崎@09/10-09/12;松山@09/19-09/21,,15,0,,3.8,
013452,齊藤 紳一朗,A3,69.25,四日市@08/29-08/31;立川@09/16-09/18;川崎@09/24-09/26,和歌,12,0,,4.8,
013453,阿部 宏之,A2,78.83,松戸@09/01-09/03;四日市@09/09-09/11;広島@09/28-09/30,,12,0,,5.4,
013454,関戸 努,A3,65.83,,熊本,12,0,,4.8,
013456,小林 和彦,A3,75.16,伊東@08/27-08/29;豊橋@09/11-09/13;大宮@09/21-09/23,,12,0,🚀,1.8,
013461,市川 健太,A2,,,,0,0,,,
013465,春日 勇人,A1,86.00,弥彦@09/07-09/09;大垣@09/22-09/24,,18,0,,2.8,
013468,勝俣 亮,A2,80.00,川崎@08/30-09/01;いわき平@09/07-09/09;岸和田@09/26-09/28,,15,0,,5.0,
013469,野村 純宏,A2,82.53,松山@08/31-09/02;川崎@09/10-09/12,,13,1,,4.6,
013470,畠山 裕行,A3,67.84,いわき平@08/30-09/01;大宮@09/21-09/23;平塚@09/28-09/30,,13,0,🥺,6.0,
013471,松坂 英司,A1,87.33,松山@08/31-09/02;川崎@09/10-09/12,,15,0,,3.6,
013473,大塚 英伸,,,,,12,0,,3.4,
013477,宮司 周郎,A1,88.33,岸和田@08/27-08/29;久留米@09/05-09/07;佐世保@09/20-09/22,,12,0,,3.0,
013479,田中 秀治,A2,86.66,岸和田@08/27-08/29;富山@09/10-09/12;久留米@09/17-09/19,,9,0,,2.6,
013480,林 洋二,A3,72.46,伊東@09/02-09/04;松山@09/12-09/14,熊本,15,0,,4.4,
013482,松崎 貴久,A2,85.66,岐阜@08/30-09/01;富山@09/10-09/12;佐世保@09/20-09/22,,12,0,,3.2,
013483,宮越 孝治,A1,89.50,岐阜@08/30-09/01;いわき平@09/07-09/09;久留米@09/17-09/19;別府@09/24-09/26,,12,0,,4.0,
013484,表 大暁,A2,82.53,富山@09/03-09/05;豊橋@09/11-09/13,,13,0,,4.0,
013485,善利 裕生,A2,85.16,岸和田@08/27-08/29;いわき平@09/07-09/09;佐世保@09/20-09/22,,12,0,,3.8,
013489,藤井 孝則,A3,72.50,四日市@08/29-08/31;久留米@09/05-09/07;松山@09/19-09/21,,12,0,,3.4,
013491,近藤 範昌,A1,85.73,豊橋@09/04-09/06;高知@09/20-09/22,,15,0,,4.0,
013492,坂本 智哉,A3,68.66,大垣@09/13-09/15;別府@09/24-09/26,,3,0,,5.0,
013493,立花 成泰,A1,85.06,小倉@08/28-08/30;松山@09/19-09/21;広島@09/28-09/30,,15,0,,4.6,
013494,土井 勲,A2,80.94,大垣@09/07-09/09;青森@09/14-09/16;小松島@09/23-09/25,防府,18,0,,4.2,
013505,住村 実,A3,68.73,弥彦@09/02-09/04;小松島@09/17-09/19;川崎@09/24-09/26,,15,0,,5.0,
013506,田村 浩章,A2,79.87,玉野@09/02-09/04;青森@09/21-09/23;平塚@09/28-09/30,,16,0,,4.4,
013507,吉岡 篤志,A1,85.58,いわき平@09/15-09/17;別府@09/24-09/26,防府,12,0,,4.6,
013508,曽我部 匡史,A3,74.00,伊東@09/02-09/04;川崎@09/10-09/12,宇都,3,0,,,
013512,長野 和弘,A2,81.93,京王閣@09/08-09/10;高知@09/20-09/22,,15,0,,4.4,
013513,南 和夫,A3,65.53,久留米@09/05-09/07;いわき平@09/15-09/17;弥彦@09/24-09/26,松阪,15,0,🥺,5.8,
013521,中野 良,A3,71.08,松戸@09/01-09/03;川崎@09/10-09/12,青森,12,1,,5.0,
013525,亀井 道佳,A3,68.37,いわき平@08/30-09/01;弥彦@09/07-09/09;小松島@09/17-09/19,熊本,8,0,,3.8,
013526,三澤 勝成,A3,71.58,四日市@08/29-08/31;弥彦@09/07-09/09;大垣@09/22-09/24,,12,0,,4.4,
013531,伊藤 司,A3,65.40,京王閣@09/08-09/10;川崎@09/17-09/19;奈良@09/24-09/26,,15,0,🥺,6.2,
013535,平沼 由充,A1,87.77,小倉@08/28-08/30;西武園@09/06-09/08;広島@09/28-09/30,,9,0,,3.0,
013538,小林 圭介,A1,,富山@09/03-09/05;川崎@09/17-09/19;いわき平@09/27-09/29,,0,0,,,
013541,高森 圭介,A3,69.08,伊東@09/02-09/04;立川@09/16-09/18,宇都,12,0,,4.4,
013543,内海 雅夫,A3,70.42,いわき平@08/30-09/01;京王閣@09/08-09/10;川崎@09/17-09/19,和歌,7,0,,3.8,
013546,田村 真広,A1,86.75,弥彦@09/07-09/09;岸和田@09/14-09/16,,12,0,,3.4,
013547,土屋 宏,A2,84.00,岐阜@08/30-09/01;弥彦@09/07-09/09;川崎@09/17-09/19,,15,0,,4.0,
013548,手島 志誠,A2,79.83,玉野@09/02-09/04;いわき平@09/27-09/29,,6,0,,5.0,
013549,堀 勝政,A3,74.00,いわき平@08/30-09/01;弥彦@09/07-09/09;立川@09/16-09/18;川崎@09/24-09/26,,15,0,,3.2,
013550,安部 達也,A1,88.60,小松島@08/27-08/29;立川@09/03-09/05;岸和田@09/14-09/16,,10,0,,3.2,
013551,女屋 文伸,A3,71.83,西武園@08/31-09/02;富山@09/10-09/12;立川@09/16-09/18,,12,0,,5.0,
013553,小島 雅章,A2,81.26,松阪@08/31-09/02;弥彦@09/07-09/09,,15,0,,5.0,
013555,台 和紀,A1,88.66,松戸@09/01-09/03;玉野@09/08-09/10,,15,0,,3.6,
013556,山信田 学,A2,80.31,伊東@09/07-09/09;広島@09/28-09/30,,13,0,🥺,5.6,
013560,小佐野 文秀,A2,85.75,四日市@08/29-08/31;高知@09/09-09/11;別府@09/16-09/18;いわき平@09/27-09/29,,9,0,,3.8,
013567,吉原 友彦,A3,65.00,弥彦@09/07-09/09;川崎@09/17-09/19,,1,0,,,
013568,大木 雅也,A1,88.33,宇都宮@08/31-09/02;四日市@09/09-09/11,防府,12,0,,4.2,
013570,加藤 寛治,A1,87.66,西武園@08/31-09/02;前橋@09/11-09/13,,15,0,,3.0,
013571,小林 信晴,A1,92.26,防府@09/04-09/06;久留米@09/17-09/19,,15,0,,3.0,
013575,渡会 啓介,A2,79.83,岐阜@08/30-09/01;松山@09/19-09/21;玉野@09/27-09/29,防府,12,0,,5.0,
013576,土岐 幹多,A2,83.66,武雄@09/03-09/05;青森@09/21-09/23,,12,0,,4.2,
013580,河村 章憲,A2,81.71,奈良@08/26-08/28;豊橋@09/11-09/13;高知@09/20-09/22,,14,0,🥺,5.8,
013581,薮 謙治,A2,78.88,岐阜@08/30-09/01;佐世保@09/12-09/14;岸和田@09/26-09/28,和歌,9,0,🥺,5.6,
013582,肥後 尚己,A1,91.58,岐阜@09/13-09/15;小松島@09/23-09/25,,12,0,,3.8,
013584,坂田 学,A2,78.94,松阪@08/31-09/02;松山@09/19-09/21,和歌,14,0,,4.6,
013587,船曳 義之,A2,79.50,玉野@09/02-09/04;四日市@09/09-09/11,松阪,12,0,🥺,6.2,
013588,齋藤 仁,A3,69.33,伊東@08/27-08/29;京王閣@09/08-09/10;川崎@09/24-09/26,,15,0,,3.8,
013589,佐竹 和也,A1,88.33,武雄@09/03-09/05;広島@09/28-09/30,高知,12,0,,3.2,
013591,山本 宏明,A3,,弥彦@09/02-09/04;松山@09/12-09/14,,0,0,,,
013594,高田 真幸,A1,81.68,いわき平@09/15-09/17;小松島@09/23-09/25,防府,16,0,,5.0,
013595,別所 英幸,A2,78.00,防府@09/15-09/17;別府@09/24-09/26,,12,0,🥺,5.6,
013601,工藤 政志,A2,83.66,玉野@09/02-09/04;川崎@09/10-09/12,岐阜,12,0,,4.0,
013608,鈴木 誠,A1,81.66,青森@09/21-09/23,,9,0,,4.6,
013610,土屋 仁,A1,88.83,和歌山@08/30-09/01;大宮@09/13-09/15;大垣@09/22-09/24,,12,0,,2.6,
013613,宗景 祐樹,A2,,,,0,0,,,
013615,山口 貴弘,A2,84.08,岸和田@08/27-08/29;弥彦@09/07-09/09;立川@09/16-09/18;いわき平@09/27-09/29,,12,0,,4.0,
013616,渡邉 高志,A1,86.46,松阪@09/05-09/07;前橋@09/11-09/13;弥彦@09/19-09/21,岐阜,15,0,,3.0,
013621,國廣 哲治,A2,83.41,川崎@08/30-09/01;京王閣@09/08-09/10;川崎@09/17-09/19;青森@09/26-09/28,,12,0,,3.6,
013629,福森 慎太郎,A2,77.00,西武園@08/31-09/02;伊東@09/07-09/09;大垣@09/22-09/24,,12,0,🥺,5.6,
013632,川口 直人,A1,92.66,伊東@09/07-09/09;立川@09/16-09/18,高知,12,0,,3.2,
013635,柏木 伸介,A2,,岐阜@08/30-09/01;別府@09/16-09/18,,0,0,,,
013638,村上 卓茂,A2,86.26,川崎@08/30-09/01;西武園@09/06-09/08;岸和田@09/14-09/16,,15,0,,4.0,
013640,西村 豊,A1,91.08,豊橋@09/11-09/13;玉野@09/27-09/29,,12,0,,3.4,
013641,竹内 一暢,A1,83.41,奈良@08/26-08/28;防府@09/04-09/06;岸和田@09/26-09/28,,12,0,,4.0,
013645,川木 敬大,A1,85.60,久留米@09/05-09/07;青森@09/21-09/23,松阪,15,0,,3.4,
013646,日浅 保幸,A2,78.00,玉野@08/26-08/28;防府@09/04-09/06;静岡@09/18-09/20;岸和田@09/26-09/28,,10,0,🥺,5.6,
013647,光畑 政志,A3,69.83,静岡@08/30-09/01;いわき平@09/15-09/17;弥彦@09/24-09/26,,12,0,,4.2,
013650,吉本 哲郎,A1,91.33,宇都宮@08/31-09/02;久留米@09/17-09/19,,12,0,,3.2,
013651,井山 和裕,A3,68.00,久留米@09/05-09/07;川崎@09/24-09/26,,9,0,,,
013652,隅 直幸,A1,82.50,玉野@09/02-09/04;岸和田@09/26-09/28,,10,0,,4.2,
013653,森安 崇之,A1,93.40,立川@09/03-09/05;佐世保@09/12-09/14;伊東@09/23-09/25,,15,0,,3.0,
013654,滝山 実,A2,81.72,松山@08/31-09/02;四日市@09/09-09/11,,18,0,,4.6,
013659,高比良 豪,A2,81.55,小倉@08/28-08/30;佐世保@09/12-09/14;熊本@09/24-09/26,,9,1,,5.0,
013660,徳吉 広紀,A2,83.27,青森@09/14-09/16;別府@09/24-09/26,,18,0,,5.2,
013663,中野 功史,A3,69.33,静岡@08/30-09/01;小松島@09/17-09/19;川崎@09/24-09/26,熊本,9,0,,5.2,
013667,田中 洋輔,A1,86.08,松山@09/19-09/21;防府@09/29-10/01,松阪,12,0,,3.2,
013668,佐々木 孝司,A2,81.16,岸和田@08/27-08/29;松阪@09/05-09/07;川崎@09/17-09/19,,12,0,,4.4,
013676,塚本 諭,A3,70.50,いわき平@09/15-09/17;川崎@09/24-09/26,青森,12,0,,4.4,
013678,菊池 崇訓,A3,68.11,伊東@09/02-09/04;武雄@09/09-09/11,,9,0,,3.8,
013684,吉橋 秀城,A3,68.44,立川@09/16-09/18;弥彦@09/24-09/26,宇都,9,0,,4.4,
013690,伊藤 大理,A2,83.46,奈良@08/26-08/28;松阪@09/05-09/07;立川@09/16-09/18,,13,0,,3.8,
013692,佐野 多喜男,A3,70.00,西武園@08/31-09/02;松山@09/12-09/14;広島@09/20-09/22,熊本,12,0,,4.6,
013693,藤原 憲征,A1,94.91,川崎@09/10-09/12;熊本@09/24-09/26,,12,0,🚀,1.8,
013695,岡本 英之,A1,88.40,宇都宮@08/31-09/02;青森@09/14-09/16,,15,0,,3.2,
013705,佐藤 有輝,A3,72.29,岸和田@09/14-09/16;平塚@09/28-09/30,青森,17,0,,3.8,
013710,榎本 光男,A2,,,,0,0,,,
013711,小林 則之,A1,92.22,岸和田@08/27-08/29;大垣@09/07-09/09;いわき平@09/15-09/17;武雄@09/27-09/29,,9,0,,3.2,
013713,丸山 勝也,A3,68.08,川崎@09/10-09/12;小松島@09/17-09/19,和歌,12,0,,3.8,
013716,佐藤 亙,A1,88.75,小倉@08/28-08/30;岸和田@09/14-09/16;別府@09/24-09/26,,12,0,,3.2,
013723,高谷 進太郎,A2,,岸和田@08/27-08/29;松阪@09/05-09/07;佐世保@09/20-09/22;玉野@09/27-09/29,,0,0,,,
013728,伊狩 知人,A3,70.20,伊東@08/27-08/29;久留米@09/05-09/07;松山@09/12-09/14,,15,0,,4.0,
013729,堺 文人,A2,81.08,豊橋@09/04-09/06;防府@09/15-09/17;別府@09/24-09/26,松阪,12,0,,4.8,
013735,井上 剛,A3,72.88,弥彦@09/02-09/04;広島@09/20-09/22,,9,0,,5.0,
013736,榊原 洋,A2,82.00,武雄@09/03-09/05;立川@09/22-09/24,,16,0,,4.8,
013738,眞鍋 伸也,A2,76.64,立川@09/03-09/05;佐世保@09/12-09/14;高知@09/20-09/22,岐阜,14,0,🥺,6.2,
013740,大久保 直也,A3,,武雄@09/16-09/18;奈良@09/24-09/26,,0,0,,,
013742,葛西 雄太郎,A2,81.53,川崎@08/30-09/01;久留米@09/17-09/19;玉野@09/27-09/29,,15,0,,4.4,
013743,藤田 剣次,A3,74.00,川崎@09/10-09/12;弥彦@09/24-09/26,青森,12,0,,3.8,
013747,伊藤 大志,A1,95.16,富山@09/10-09/12;青森@09/21-09/23,,12,0,,2.2,
013748,佐々木 省司,A1,90.46,小松島@08/27-08/29;弥彦@09/07-09/09;いわき平@09/27-09/29,,15,0,,3.0,
