reg_no,name,grade,score,entries,racing_now,starts,dq,form_emoji,form_avg,retired
015375,村上 竜馬,A1,94.40,四日市@09/09-09/11;松山@09/19-09/21;岸和田@09/26-09/28,防府,5,0,,2.4,
015377,蒋野 翔太,A1,87.00,小松島@08/27-08/29;川崎@09/10-09/12;佐世保@09/20-09/22,,14,0,,4.2,
015379,下野 義城,A2,81.50,小倉@08/28-08/30;久留米@09/05-09/07;岐阜@09/13-09/15,,8,0,🥺,6.0,
015382,竹元 健竜,A2,78.33,久留米@09/05-09/07;防府@09/29-10/01,松阪,12,0,🥺,5.6,
015384,天野 純平,A2,81.13,久留米@09/17-09/19;玉野@09/27-09/29,高知,12,0,,4.2,
015387,緒方 慎太朗,A2,87.66,小松島@08/27-08/29;防府@09/04-09/06;別府@09/16-09/18,,12,0,,3.0,
015388,松尾 勇吾,A1,92.55,小松島@08/27-08/29;玉野@09/08-09/10;防府@09/15-09/17;熊本@09/24-09/26,,9,0,,4.2,
015414,大森 光明,A2,84.77,立川@09/03-09/05;岸和田@09/26-09/28,岐阜,9,0,,3.6,
015415,坂本 紘規,A1,94.75,玉野@09/02-09/04;岸和田@09/14-09/16;青森@09/26-09/28,,12,0,🚀,2.0,
015419,黒滝 大翔,A1,83.00,岐阜@08/30-09/01;立川@09/16-09/18;岸和田@09/26-09/28,,12,0,,3.4,
015421,秋本 耀太郎,A1,90.50,四日市@08/29-08/31;松阪@09/05-09/07;岸和田@09/14-09/16;いわき平@09/27-09/29,,12,0,,2.2,
015423,上川 直紀,A1,90.06,川崎@08/30-09/01;伊東@09/07-09/09;青森@09/26-09/28,,15,0,,3.8,
015424,中村 隆生,A1,91.08,小倉@08/28-08/30;京王閣@09/08-09/10;岸和田@09/26-09/28,,12,0,,4.0,
015425,藤野 竜也,A3,69.83,四日市@08/29-08/31;立川@09/16-09/18;奈良@09/24-09/26,,12,0,,3.2,
015427,戸邉 捺希,A1,90.46,富山@09/03-09/05;いわき平@09/15-09/17,和歌,12,0,,3.0,
015428,藤田 周磨,A1,96.58,松山@08/31-09/02;川崎@09/17-09/19;熊本@09/24-09/26,和歌,12,0,🚀,2.0,
015429,山田 雄大,A1,88.06,武雄@09/03-09/05;佐世保@09/12-09/14;いわき平@09/27-09/29,,15,0,,2.8,
015432,水森 湧太,A1,83.16,玉野@08/26-08/28;豊橋@09/04-09/06;立川@09/22-09/24,,6,1,,4.2,
015433,山本 勝利,A1,96.00,和歌山@08/30-09/01;四日市@09/09-09/11;立川@09/22-09/24,,9,0,,2.8,
015434,片桐 善也,A1,92.66,松阪@08/31-09/02;弥彦@09/07-09/09;武雄@09/27-09/29,,12,0,,3.0,
015442,仁藤 秀,A1,94.66,松戸@09/01-09/03;立川@09/16-09/18,,15,0,,4.0,
015445,内藤 久文,A1,92.25,富山@09/03-09/05;佐世保@09/12-09/14;別府@09/24-09/26,,12,0,,4.6,
015446,林 敬宏,A1,91.06,和歌山@08/30-09/01;いわき平@09/07-09/09;高知@09/20-09/22,,15,0,,3.8,
015447,小浦 凪,A2,82.75,岐阜@08/30-09/01;高知@09/09-09/11;弥彦@09/19-09/21,,9,1,,5.4,
015455,枠元 一葵,A2,80.91,富山@09/03-09/05;静岡@09/18-09/20,松阪,9,0,🥺,5.6,
015456,安藤 直希,A2,81.33,岐阜@08/30-09/01;富山@09/10-09/12;別府@09/24-09/26,和歌,12,0,,4.6,
015457,村田 瑞季,A1,93.00,奈良@08/26-08/28;久留米@09/05-09/07;大垣@09/22-09/24,,12,0,,4.2,
015459,中村 泰輔,A2,78.41,宇都宮@08/31-09/02;久留米@09/17-09/19;武雄@09/27-09/29,,9,0,,5.0,
015460,仲野 結音,A1,94.05,松山@08/31-09/02;豊橋@09/11-09/13;青森@09/21-09/23,,17,0,,3.2,
015461,土生 敦弘,A1,98.44,岸和田@08/27-08/29;豊橋@09/04-09/06;佐世保@09/20-09/22,,9,0,🚀,1.2,
015462,溝口 葵,A1,90.60,西武園@08/31-09/02;大垣@09/07-09/09;佐世保@09/20-09/22,,15,0,,2.8,
015467,倉松 涼,A3,72.88,いわき平@08/30-09/01;京王閣@09/08-09/10;松山@09/19-09/21,,9,0,,4.4,
015469,犬塚 貴之,A1,90.75,静岡@09/18-09/20;岸和田@09/26-09/28,,8,1,,2.8,
015471,中村 翔平,A2,87.83,防府@09/04-09/06;青森@09/14-09/16;平塚@09/28-09/30,,12,1,,4.2,
015472,吉田 勇気,A3,72.55,静岡@08/30-09/01;豊橋@09/11-09/13;広島@09/20-09/22,,18,0,,4.2,
015481,山川 奨太,A2,80.83,玉野@09/02-09/04;松山@09/19-09/21;岸和田@09/26-09/28,,12,0,,4.8,
015482,松本 一志,A3,73.15,いわき平@08/30-09/01;大垣@09/13-09/15;広島@09/20-09/22,,19,0,🚀,1.8,
015483,谷元 奎心,A1,88.08,玉野@09/08-09/10;熊本@09/24-09/26,,12,0,,3.6,
015505,荻原 寿嗣,A1,89.26,松阪@08/31-09/02;川崎@09/17-09/19,,15,0,,3.8,
015506,佐藤 啓斗,A2,78.46,宇都宮@08/31-09/02;大垣@09/07-09/09,,15,0,,5.2,
015507,上遠野 拓馬,A1,87.60,岐阜@09/13-09/15;いわき平@09/27-09/29,,15,0,,3.0,
015508,菅野 航基,A1,96.66,四日市@08/29-08/31;弥彦@09/07-09/09;青森@09/14-09/16;大垣@09/22-09/24,,9,0,🚀,1.8,
015510,田口 勇介,A1,91.83,玉野@09/08-09/10;平塚@09/28-09/30,高知,12,0,,3.6,
015511,中込 健太,A3,76.22,松戸@09/01-09/03;立川@09/16-09/18;弥彦@09/24-09/26,,9,0,,3.0,
015512,大高 彰馬,A1,90.25,岐阜@08/30-09/01;川崎@09/10-09/12;伊東@09/23-09/25,,12,0,,3.6,
015513,菊池 翔,A2,84.00,弥彦@09/07-09/09,,12,0,,4.4,
015515,平山 優太,A2,80.31,川崎@09/10-09/12;武雄@09/27-09/29,,16,0,,4.8,
015523,邊見 祐太,A3,79.66,四日市@08/29-08/31;豊橋@09/11-09/13;大宮@09/21-09/23,,12,0,🚀,1.2,
015526,梅田 加津也,A1,86.20,松阪@08/31-09/02;川崎@09/17-09/19,,15,0,,4.0,
015531,深瀬 泰我,A1,83.60,岸和田@08/27-08/29;武雄@09/03-09/05;前橋@09/11-09/13,,15,0,,4.2,
015532,石田 拓真,A1,94.20,立川@09/03-09/05;小松島@09/23-09/25,,15,0,,2.6,
015533,岩城 佑典,A2,80.83,岐阜@09/13-09/15;佐世保@09/20-09/22,,12,0,,5.0,
015534,牛田 樹希斗,A2,76.11,四日市@08/29-08/31;豊橋@09/11-09/13;別府@09/24-09/26,,17,0,🥺,6.2,
015535,佐藤 竜太,A1,89.83,武雄@09/03-09/05;久留米@09/17-09/19,防府,12,0,,4.0,
015536,疋田 力也,A1,94.16,宇都宮@08/31-09/02;四日市@09/09-09/11,,12,0,,3.2,
015538,村瀬 大和,A2,83.93,西武園@09/06-09/08;岸和田@09/14-09/16,,15,0,,4.0,
015542,中嶋 樹,A3,70.45,富山@09/10-09/12;松山@09/19-09/21,熊本,11,1,,5.4,
015544,大槇 大介,A1,92.50,玉野@09/08-09/10;別府@09/16-09/18;防府@09/29-10/01,,6,0,,4.0,
015545,橋本 凌汰,A1,91.07,大垣@09/07-09/09;松山@09/19-09/21,,13,0,,3.4,
015547,米嶋 恵介,A1,93.88,玉野@09/02-09/04;高知@09/09-09/11;静岡@09/18-09/20,松阪,9,0,,3.4,
015548,白井 優太朗,A1,85.41,佐世保@09/12-09/14;広島@09/28-09/30,,14,0,,3.6,
015549,阿部 龍也,A3,70.91,久留米@09/05-09/07;武雄@09/16-09/18;奈良@09/24-09/26,,12,0,,4.6,
015550,山崎 航,A1,90.00,玉野@09/02-09/04;松山@09/19-09/21,防府,12,0,,2.8,
015554,近藤 翔馬,A1,89.87,佐世保@09/12-09/14;弥彦@09/19-09/21,,8,1,,4.4,
015556,上野 恭哉,A2,88.83,玉野@09/02-09/04;大宮@09/13-09/15,高知,12,1,,3.0,
015557,梶原 大地,A1,88.46,武雄@09/03-09/05;岐阜@09/13-09/15,高知,15,0,,4.6,
015558,川野 深,A1,84.00,京王閣@09/08-09/10;高知@09/20-09/22,防府,12,0,,5.0,
015559,神開 一輝,A1,93.08,川崎@09/10-09/12;高知@09/20-09/22;玉野@09/27-09/29,,12,0,,3.4,
015560,林 昴,A1,87.33,いわき平@09/07-09/09;高知@09/20-09/22,,15,0,,2.8,
015561,原井 剣也,A1,90.30,小松島@08/27-08/29;高知@09/09-09/11;久留米@09/17-09/19,,10,0,,3.6,
015562,山本 浩成,A1,94.73,小松島@08/27-08/29;玉野@09/08-09/10;高知@09/20-09/22,,15,0,,2.6,
015563,久保 光司,A2,81.33,いわき平@09/07-09/09;高知@09/20-09/22;防府@09/29-10/01,松阪,9,0,,4.8,
015564,高橋 綜一郎,A1,,弥彦@09/19-09/21;玉野@09/27-09/29,,0,0,,,
015565,入江 航太,A2,88.90,川崎@09/10-09/12;佐世保@09/20-09/22,,11,0,,2.6,
015567,北川 大成,A2,78.33,奈良@08/26-08/28;玉野@09/02-09/04;大宮@09/13-09/15,,9,0,,5.2,
015568,田川 翔琉,A1,84.70,立川@09/03-09/05;熊本@09/24-09/26,,10,0,,3.6,
015569,谷口 力也,A1,89.50,大垣@09/07-09/09;いわき平@09/15-09/17;防府@09/29-10/01,,2,0,,,
015571,吉田 悟,A3,67.00,弥彦@09/02-09/04;大垣@09/13-09/15;別府@09/24-09/26,熊本,6,0,,5.0,
015594,金田 涼馬,A2,89.66,松阪@09/05-09/07;弥彦@09/19-09/21,,12,0,,3.2,
015599,堀 航輝,A1,84.66,大垣@09/07-09/09;青森@09/14-09/16,,9,0,,3.8,
015600,照井 力斗,A1,84.66,立川@09/03-09/05;富山@09/10-09/12,,15,0,,4.4,
015602,比佐 宝太,A1,91.33,岸和田@08/27-08/29;豊橋@09/04-09/06;大宮@09/13-09/15,,12,0,,4.0,
015603,小坂 丈,A2,87.16,青森@09/14-09/16;平塚@09/28-09/30,,12,0,,3.6,
015606,近藤 圭佑,A3,77.66,いわき平@08/30-09/01;西武園@09/06-09/08;川崎@09/17-09/19,,6,1,,2.4,
015607,中山 拓人,A2,88.08,立川@09/03-09/05;川崎@09/17-09/19,,12,0,,3.2,
015611,長谷川 飛向,A1,88.33,岐阜@08/30-09/01;弥彦@09/07-09/09;青森@09/14-09/16,,9,1,,4.4,
015617,添田 龍児,A1,87.60,四日市@08/29-08/31;伊東@09/07-09/09;平塚@09/28-09/30,,15,0,,3.6,
015618,高本 和也,A1,88.22,富山@09/03-09/05;川崎@09/10-09/12;いわき平@09/27-09/29,防府,9,0,,4.8,
015621,長谷川 裕一,A2,76.77,松阪@09/05-09/07;高知@09/20-09/22,和歌,9,0,🥺,6.6,
015622,伊藤 温希,A2,81.50,松戸@09/01-09/03;佐世保@09/20-09/22,松阪,6,0,,,
015623,野崎 翼,A2,81.06,富山@09/03-09/05;佐世保@09/12-09/14,,15,0,,4.4,
015625,真鍋 顕汰,A1,98.16,四日市@08/29-08/31;富山@09/10-09/12;松山@09/19-09/21;玉野@09/27-09/29,,6,0,,,
015626,近谷 涼,A1,95.88,岐阜@08/30-09/01;青森@09/21-09/23;広島@09/28-09/30,,9,0,,2.8,
015627,南儀 拓海,A1,91.26,西武園@09/06-09/08;岐阜@09/13-09/15;防府@09/29-10/01,,15,0,,4.0,
015632,常次 勇人,A1,91.86,小倉@08/28-08/30;岸和田@09/14-09/16;熊本@09/24-09/26,,12,0,,4.4,
015633,中釜 健次,A1,87.91,玉野@08/26-08/28;富山@09/03-09/05;静岡@09/18-09/20;岸和田@09/26-09/28,,12,0,,3.8,
015634,末廣 快理,A2,93.66,松戸@09/01-09/03;岸和田@09/14-09/16;熊本@09/24-09/26,岐阜,9,0,,2.8,
015635,藤岡 徹也,A1,84.61,松阪@08/31-09/02;佐世保@09/20-09/22,,13,0,,4.4,
015637,近藤 雄太,A3,80.33,松山@09/12-09/14;川崎@09/24-09/26,,18,0,,2.4,
015639,松下 綾馬,A1,87.20,富山@09/03-09/05;小松島@09/23-09/25,,15,0,,3.0,
015640,矢部 駿人,A1,92.66,静岡@09/18-09/20;武雄@09/27-09/29,,12,0,,2.6,
015642,眞砂 英作,A2,83.42,武雄@09/03-09/05;高知@09/20-09/22,,14,0,,4.0,
015644,中野 光太郎,A1,82.11,玉野@08/26-08/28;豊橋@09/04-09/06;弥彦@09/19-09/21;広島@09/28-09/30,,9,0,,4.4,
015650,田代 匠,A2,87.60,豊橋@09/04-09/06;佐世保@09/20-09/22,,15,0,,3.0,
015652,橋本 陸,A1,88.00,防府@09/04-09/06;伊東@09/23-09/25,,18,0,,3.0,
015655,一丸 尚伍,A1,97.88,武雄@09/03-09/05;久留米@09/17-09/19;玉野@09/27-09/29,松阪,9,0,🚀,1.2,
015657,高橋 優斗,A1,85.66,川崎@08/30-09/01;別府@09/16-09/18;岸和田@09/26-09/28,,12,0,,4.4,
015658,長松 大祐,A2,84.53,高知@09/09-09/11;別府@09/24-09/26,,15,0,,3.6,
015659,池田 伍功羽,A2,82.06,武雄@09/03-09/05;立川@09/22-09/24,,15,0,,4.6,
015662,中山 遼太郎,A2,81.55,玉野@09/08-09/10;高知@09/20-09/22;広島@09/28-09/30,防府,9,0,,4.4,
015664,米村 光星,A2,80.41,富山@09/03-09/05;佐世保@09/12-09/14,,12,0,🥺,5.8,
015665,福田 要,A2,89.91,玉野@09/02-09/04;静岡@09/18-09/20;平塚@09/28-09/30,高知,12,0,,2.8,
015685,小笠原 一真,A1,93.08,武雄@09/03-09/05;弥彦@09/19-09/21;岸和田@09/26-09/28,,12,0,,3.4,
015688,佐々木 祐太,A1,83.06,小倉@08/28-08/30;伊東@09/07-09/09;いわき平@09/27-09/29,,12,0,,3.8,
015689,菊地 圭,A1,94.50,京王閣@09/08-09/10;別府@09/16-09/18,,12,0,,2.6,
015691,岡部 伶音,A1,93.00,小倉@08/28-08/30;弥彦@09/07-09/09;川崎@09/17-09/19,,15,0,,2.8,
015693,松田 昂己,A2,86.83,小倉@08/28-08/30;豊橋@09/04-09/06;川崎@09/17-09/19,,12,0,,2.8,
015698,佐藤 譲士郎,A3,77.41,四日市@08/29-08/31;弥彦@09/07-09/09;立川@09/16-09/18,,12,0,🚀,1.8,
015699,助川 翔太郎,A1,81.66,松阪@08/31-09/02;弥彦@09/07-09/09,,9,1,,4.6,
015700,吉田 晏生,A1,90.53,松阪@09/05-09/07;立川@09/22-09/24,,15,0,,2.8,
015701,石田 典大,A1,86.66,和歌山@08/30-09/01;玉野@09/08-09/10;立川@09/16-09/18,,12,0,,3.8,
015704,坪内 恒,A1,89.80,松阪@09/05-09/07;青森@09/26-09/28,,15,0,🥺,6.0,
015705,鳥海 創,,,,,13,0,🥺,5.8,
015707,池邉 聖,A1,80.82,玉野@08/26-08/28;松戸@09/01-09/03;岐阜@09/13-09/15,,17,0,,5.0,
015708,山口 直樹,A3,72.33,弥彦@09/02-09/04;小松島@09/17-09/19,熊本,12,0,,3.6,
015709,神尾 敬冬,A1,90.66,富山@09/10-09/12;川崎@09/17-09/19,,9,0,,3.2,
015710,鈴木 康平,A3,65.16,西武園@09/06-09/08;立川@09/16-09/18,宇都,12,0,🥺,5.6,
015712,松本 京太,A1,94.00,玉野@08/26-08/28;伊東@09/07-09/09;いわき平@09/27-09/29,,6,0,,3.6,
015714,望月 嘉人,A3,71.33,伊東@08/27-08/29;富山@09/10-09/12;川崎@09/17-09/19;弥彦@09/24-09/26,,6,0,,4.0,
015719,出口 謙一郎,A1,90.16,防府@09/04-09/06;弥彦@09/19-09/21;武雄@09/27-09/29,和歌,12,0,,4.2,
015720,山元 大夢,A3,78.50,弥彦@09/02-09/04;武雄@09/09-09/11;奈良@09/24-09/26,,12,1,,2.2,
015721,内山 慧大,A1,91.93,富山@09/03-09/05;大垣@09/22-09/24,,15,0,🚀,2.0,
015722,竹澤 雅也,A2,78.57,西武園@09/06-09/08;防府@09/29-10/01,,14,0,🥺,6.0,
015726,龍野 琳太郎,A1,87.66,久留米@09/05-09/07;佐世保@09/20-09/22,,18,0,,4.4,
015732,宮道 良輔,A3,74.26,京王閣@09/08-09/10;いわき平@09/15-09/17;奈良@09/24-09/26,宇都,15,0,,3.4,
015734,岡崎 陸登,A1,88.16,川崎@08/30-09/01;大垣@09/07-09/09;防府@09/15-09/17,,12,0,,3.0,
015735,岡本 翔,A2,81.75,京王閣@09/08-09/10;広島@09/28-09/30,高知,12,0,,3.8,
015736,中岡 海,A2,75.88,小松島@08/27-08/29;立川@09/03-09/05;静岡@09/18-09/20;武雄@09/27-09/29,,9,0,🥺,7.0,
015737,火島 裕輝,A1,86.40,宇都宮@08/31-09/02;久留米@09/17-09/19,,15,0,,4.2,
015739,楠本 政明,A3,71.33,いわき平@08/30-09/01;松山@09/19-09/21;平塚@09/28-09/30,,9,0,,4.6,
015740,櫻木 雄太,A1,84.77,小松島@08/27-08/29;富山@09/03-09/05;佐世保@09/12-09/14,,9,0,,4.2,
015741,堀川 敬太郎,A1,92.33,玉野@08/26-08/28;久留米@09/05-09/07;佐世保@09/20-09/22,,12,0,,3.2,
015742,堀越 翔己,A2,83.88,いわき平@09/15-09/17;小松島@09/23-09/25,,18,0,,3.8,
015743,丸林 駿太,A2,78.88,大垣@09/07-09/09;松山@09/19-09/21,,9,0,🥺,5.6,
015746,峯口 司,A2,80.60,岐阜@09/13-09/15;熊本@09/24-09/26,高知,5,0,,5.2,
015748,田中 会心,A1,89.40,玉野@09/02-09/04;いわき平@09/15-09/17,,12,0,,2.6,
015750,徳永 泰粋,A1,90.00,四日市@09/09-09/11;久留米@09/17-09/19;別府@09/24-09/26,,12,0,,2.8,
015751,半田 誠,A1,96.88,小倉@08/28-08/30;豊橋@09/04-09/06;防府@09/15-09/17;別府@09/24-09/26,,9,0,🚀,1.6,
015752,石川 航大,A1,91.75,防府@09/04-09/06;青森@09/21-09/23;平塚@09/28-09/30,高知,12,0,,2.4,
015753,枝村 弘樹,A1,89.41,松山@08/31-09/02;佐世保@09/20-09/22,岐阜,12,0,,2.6,
015754,成海 大聖,A2,87.33,小松島@08/27-08/29;防府@09/04-09/06;いわき平@09/15-09/17;平塚@09/28-09/30,,9,0,,3.0,
015780,小田 恭介,A1,84.55,岸和田@08/27-08/29;富山@09/03-09/05;静岡@09/18-09/20,,9,0,,4.8,
015781,齊藤 英伊須,A1,95.50,川崎@08/30-09/01;立川@09/16-09/18;熊本@09/24-09/26,,12,0,,3.2,
015783,吉田 優斗,A1,87.66,松阪@08/31-09/02;前橋@09/11-09/13,,15,0,,3.2,
015785,福田 健太,A1,90.25,四日市@08/29-08/31;西武園@09/06-09/08;立川@09/16-09/18,,12,0,,3.6,
015788,平根 優大,A2,92.40,富山@09/10-09/12;青森@09/21-09/23,,15,0,,2.8,
015790,藤田 祐大,A1,95.70,玉野@08/26-08/28;立川@09/03-09/05;いわき平@09/15-09/17,,10,0,🚀,1.6,
015791,岡部 陸斗,A1,94.66,西武園@08/31-09/02;富山@09/10-09/12,,12,0,,3.4,
015792,貝原 涼太,A1,87.00,京王閣@09/08-09/10;伊東@09/23-09/25,岐阜,15,0,,3.0,
015795,今井 希,A1,87.08,岸和田@08/27-08/29;富山@09/03-09/05;前橋@09/11-09/13;青森@09/26-09/28,,12,0,,4.4,
015796,川田 真也,A1,86.50,奈良@08/26-08/28;玉野@09/02-09/04;川崎@09/10-09/12,,12,0,🥺,5.6,
015797,中島 淳,A2,90.26,松阪@08/31-09/02;伊東@09/07-09/09,,15,0,,3.0,
015798,橋谷 成海,A1,87.08,岸和田@08/27-08/29;伊東@09/07-09/09;別府@09/16-09/18,,12,0,,3.0,
015800,川越 宏臣,A2,89.16,玉野@09/02-09/04;川崎@09/10-09/12,防府,12,0,,2.6,
015801,織茂 雄一郎,A3,74.00,京王閣@09/08-09/10;川崎@09/17-09/19,宇都,11,1,,2.6,
015803,西村 剛,A1,90.58,宇都宮@08/31-09/02;大垣@09/07-09/09;いわき平@09/27-09/29,,12,0,,3.4,
015805,山下 祐輔,A1,91.00,豊橋@09/04-09/06;佐世保@09/12-09/14;青森@09/26-09/28,,9,0,🚀,2.0,
015806,山本 天平,A2,87.33,松阪@08/31-09/02;伊東@09/07-09/09;青森@09/14-09/16,,12,0,,4.0,
015809,高野 信元,A1,92.88,松阪@08/31-09/02;前橋@09/11-09/13,岐阜,9,0,,4.2,
015810,瀧川 幸広,A2,82.46,武雄@09/03-09/05;岸和田@09/26-09/28,,15,0,,3.8,
015811,水谷 亮太,A2,85.88,豊橋@09/04-09/06;前橋@09/11-09/13;立川@09/22-09/24,松阪,9,0,,3.6,
015812,森崎 英登,A1,86.20,松戸@09/01-09/03;高知@09/09-09/11,松阪,12,0,,3.4,
015813,山本 和虎,A2,83.58,和歌山@08/30-09/01;大宮@09/13-09/15;防府@09/29-10/01,,12,0,,4.0,
015817,梅澤 忠秀,A1,94.16,岸和田@08/27-08/29;松阪@09/05-09/07;防府@09/29-10/01,,12,0,,3.2,
015819,弓矢 輪太郎,A1,84.33,豊橋@09/04-09/06;高知@09/20-09/22,,15,0,,5.2,
015820,岩元 叶馬,A1,87.50,和歌山@08/30-09/01;富山@09/10-09/12;久留米@09/17-09/19,,12,0,,4.6,
015821,志田 愛希飛,A1,93.88,松阪@09/05-09/07;防府@09/15-09/17;伊東@09/23-09/25,,9,0,,3.0,
015824,中嶋 響,A3,65.60,松戸@09/01-09/03;松山@09/12-09/14,,5,1,,5.2,
015827,藤原 夏志,A2,80.00,和歌山@08/30-09/01;西武園@09/06-09/08;岐阜@09/13-09/15;高知@09/20-09/22,,6,0,,4.8,
015828,秋末 蓮,A2,86.50,久留米@09/05-09/07;別府@09/24-09/26,松阪,12,0,,3.6,
015829,油谷 蒼,A2,81.33,防府@09/04-09/06;前橋@09/11-09/13,,9,0,,3.8,
015830,細中 翔太,A1,93.46,久留米@09/05-09/07;青森@09/14-09/16;防府@09/29-10/01,,15,0,,4.4,
015831,三木 健正,A1,82.11,奈良@08/26-08/28;武雄@09/03-09/05;川崎@09/10-09/12,,9,0,,3.6,
015833,野村 賢,A1,86.41,防府@09/15-09/17;伊東@09/23-09/25,高知,12,0,,4.8,
015834,原田 峻治,A2,83.00,防府@09/04-09/06;大宮@09/13-09/15,,15,0,,4.2,
015835,藤井 優希,A1,91.16,岐阜@09/13-09/15;熊本@09/24-09/26,,12,0,🚀,2.0,
015838,森 柾斗,A2,85.93,防府@09/04-09/06;佐世保@09/20-09/22,,15,0,,4.0,
015839,船山 真生,A1,94.00,松山@08/31-09/02;別府@09/24-09/26,,15,0,,2.6,
015841,中西 勇,A3,76.16,弥彦@09/02-09/04;武雄@09/16-09/18,青森,12,0,,2.6,
015843,松本 昂大,A1,85.73,玉野@09/08-09/10;佐世保@09/20-09/22,,15,0,,4.6,
015844,小山 峻汰,A2,78.20,京王閣@09/08-09/10;小松島@09/23-09/25,,15,0,🥺,6.2,
015845,稲留 敦貴,A2,89.66,宇都宮@08/31-09/02;玉野@09/08-09/10;防府@09/29-10/01,岐阜,12,0,,3.2,
015846,入田 龍馬,A3,75.46,いわき平@08/30-09/01;川崎@09/10-09/12;小松島@09/17-09/19;別府@09/24-09/26,,15,0,🚀,1.8,
015847,寺師 幸成,A1,85.44,小松島@08/27-08/29;玉野@09/08-09/10;防府@09/29-10/01,,9,0,,4.4,
015848,與古田 龍門,A3,72.58,久留米@09/05-09/07;武雄@09/16-09/18,,12,0,,3.2,
015869,杉浦 颯太,A2,94.88,川崎@09/17-09/19;広島@09/28-09/30,,9,0,🚀,1.2,
015870,畑崎 大輝,A2,86.77,伊東@09/07-09/09;小松島@09/23-09/25,和歌,9,0,,3.4,
015871,三浦 生誠,A2,81.41,松戸@09/01-09/03;いわき平@09/27-09/29,,12,0,,4.6,
015872,池田 充槻,A2,91.00,松山@08/31-09/02;いわき平@09/07-09/09,,9,0,,3.2,
015873,十文字 悠真,A3,74.53,松阪@09/05-09/07;大垣@09/13-09/15,,13,0,,3.0,
015874,角田 吏,A3,79.00,伊東@09/02-09/04;武雄@09/09-09/11,宇都,6,0,,,
015875,邊見 竜馬,A2,95.33,立川@09/03-09/05;豊橋@09/11-09/13,,15,0,🚀,1.6,
015876,三神 遼矢,A2,96.66,玉野@08/26-08/28;富山@09/03-09/05;立川@09/22-09/24,,12,0,🚀,1.0,
015877,三澤 優樹,A2,93.66,四日市@08/29-08/31;大垣@09/07-09/09;いわき平@09/15-09/17,,12,0,🚀,1.0,
015878,椎名 俊介,A2,93.88,弥彦@09/07-09/09;別府@09/16-09/18,高知,9,0,,2.4,
015879,西本 健三郎,A2,86.33,松阪@08/31-09/02;大宮@09/13-09/15,,12,0,,3.4,
015880,吉岡 優太,A2,87.58,川崎@08/30-09/01;玉野@09/08-09/10;立川@09/16-09/18,,12,0,,3.2,
015881,関口 朗斗,A3,76.44,松山@09/12-09/14;奈良@09/24-09/26,,9,0,,3.2,
015882,木村 優駿,A2,85.80,西武園@09/06-09/08;岐阜@09/13-09/15;青森@09/26-09/28,,15,0,,3.4,
015883,吉田 夢希斗,A2,81.00,岐阜@08/30-09/01;松阪@09/05-09/07;佐世保@09/12-09/14;伊東@09/23-09/25,,9,0,,4.2,
015884,秋山 太洋,A3,78.88,立川@09/16-09/18;川崎@09/24-09/26,熊本,9,0,🚀,1.2,
015885,五輪 拓巳,A2,80.06,宇都宮@08/31-09/02;立川@09/22-09/24,,15,0,,4.6,
015886,中川 飛隆,A3,72.33,弥彦@09/07-09/09;川崎@09/17-09/19,,9,0,,3.6,
015887,星野 京旺,A3,74.66,四日市@08/29-08/31;大垣@09/13-09/15;川崎@09/24-09/26,,12,0,,3.0,
015888,水澤 秀哉,A2,88.00,岸和田@08/27-08/29;四日市@09/09-09/11;川崎@09/17-09/19;武雄@09/27-09/29,,12,0,,2.8,
015889,大本 隆也,A3,74.44,いわき平@08/30-09/01;松山@09/12-09/14;大宮@09/21-09/23,,9,1,,2.6,
015890,中 秀平,A3,72.80,静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18;奈良@09/24-09/26,,15,0,,2.6,
015892,山本 和瑳,A2,80.77,岐阜@08/30-09/01;高知@09/09-09/11;立川@09/16-09/18,,9,0,,4.6,
015893,岩辺 陸,A2,92.25,奈良@08/26-08/28;前橋@09/11-09/13;いわき平@09/27-09/29,,9,0,,2.4,
015894,大塚 城,A2,91.66,和歌山@08/30-09/01;川崎@09/10-09/12;静岡@09/18-09/20,,9,0,🚀,1.6,
015895,鈴木 小次廊,A2,83.25,西武園@08/31-09/02;防府@09/15-09/17;平塚@09/28-09/30,,12,0,,4.0,
015897,森 飛龍,A2,80.50,京王閣@09/08-09/10;いわき平@09/15-09/17,,12,0,🥺,5.6,
015898,岩原 健馬,A2,82.55,岸和田@08/27-08/29;防府@09/04-09/06;大垣@09/22-09/24,,9,0,,4.8,
015899,加藤 駿,A2,89.53,松戸@09/01-09/03;熊本@09/24-09/26,,15,0,,2.6,
015900,花田 雄飛,A3,69.50,松戸@09/01-09/03;松山@09/19-09/21,宇都,12,0,,3.8,
015901,真木 寛斗,A2,90.93,久留米@09/05-09/07;岸和田@09/14-09/16,岐阜,15,0,🚀,1.8,
015902,安達 光伸,A2,94.88,玉野@08/26-08/28;前橋@09/11-09/13;小松島@09/23-09/25,,9,0,🚀,1.4,
015903,谷澤 優貴,A2,83.66,松阪@08/31-09/02;青森@09/21-09/23,防府,9,0,,4.6,
015904,辻田 祥大,A2,88.91,大垣@09/07-09/09;佐世保@09/20-09/22,,9,0,,2.6,
015905,上野 幸星,A3,66.86,松阪@09/05-09/07;岸和田@09/14-09/16;別府@09/24-09/26,,15,0,,5.0,
